;Código do produto;Produto;Valor de compra sem impostos
960;2;yampa - software financeiro da 4blue;45.5
962;13;Curso de Precificação para Produtos e Serviços;55.0
963;2;yampa - software financeiro da 4blue;45.5
964;2;yampa - software financeiro da 4blue;45.5
969;2;yampa - software financeiro da 4blue;45.5
971;2;yampa - software financeiro da 4blue;145.0
972;2;yampa - software financeiro da 4blue;45.5
975;2;yampa - software financeiro da 4blue;45.5
976;2;yampa - software financeiro da 4blue;45.5
978;2;yampa - software financeiro da 4blue;45.5
980;2;yampa - software financeiro da 4blue;45.5
981;2;yampa - software financeiro da 4blue;45.5
982;2;yampa - software financeiro da 4blue;145.0
986;2;yampa - software financeiro da 4blue;1.0
987;16;Gestão Financeira Lucrativa 3.0;557.0
988;2;yampa - software financeiro da 4blue;45.5
992;16;Gestão Financeira Lucrativa 3.0;557.0
993;16;Gestão Financeira Lucrativa 3.0;557.0
994;13;Curso de Precificação para Produtos e Serviços;55.0
995;2;yampa - software financeiro da 4blue;45.5
996;25;Curso de Produtividade e Gestão do Tempo para Empreendedores;147.0
997;16;Gestão Financeira Lucrativa 3.0;557.0
1001;16;Gestão Financeira Lucrativa 3.0;557.0
1002;16;Gestão Financeira Lucrativa 3.0;557.0
1005;16;Gestão Financeira Lucrativa 3.0;557.0
1011;16;Gestão Financeira Lucrativa 3.0;557.0
1021;16;Gestão Financeira Lucrativa 3.0;557.0
1022;16;Gestão Financeira Lucrativa 3.0;557.0
1027;16;Gestão Financeira Lucrativa 3.0;557.0
1029;16;Gestão Financeira Lucrativa 3.0;557.0
1030;16;Gestão Financeira Lucrativa 3.0;557.0
1032;2;yampa - software financeiro da 4blue;45.5
1033;5;Gestão Financeira Lucrativa 2.0;175.11
1036;2;yampa - software financeiro da 4blue;1.0
1037;1;Iluminismo Financeiro 2.1;455.0
1039;2;yampa - software financeiro da 4blue;45.5
1040;2;yampa - software financeiro da 4blue;45.5
1041;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
1042;23;Curso de Separação das Finanças;157.0
1043;13;Curso de Precificação para Produtos e Serviços;357.0
1044;15;Gestão Financeira Lucrativa 1.0;757.0
1045;2;yampa - software financeiro da 4blue;145.0
1046;2;yampa - software financeiro da 4blue;45.5
1047;2;yampa - software financeiro da 4blue;45.5
1048;2;yampa - software financeiro da 4blue;45.5
1050;2;yampa - software financeiro da 4blue;45.5
1051;2;yampa - software financeiro da 4blue;45.5
1053;2;yampa - software financeiro da 4blue;45.5
1054;2;yampa - software financeiro da 4blue;45.5
1055;2;yampa - software financeiro da 4blue;45.5
1056;2;yampa - software financeiro da 4blue;45.5
1061;2;yampa - software financeiro da 4blue;45.5
1062;2;yampa - software financeiro da 4blue;1.0
1065;2;yampa - software financeiro da 4blue;145.0
1069;2;yampa - software financeiro da 4blue;45.5
1071;2;yampa - software financeiro da 4blue;1.0
1072;2;yampa - software financeiro da 4blue;45.5
1073;2;yampa - software financeiro da 4blue;450.0
1074;2;yampa - software financeiro da 4blue;1.0
1075;2;yampa - software financeiro da 4blue;145.0
1076;2;yampa - software financeiro da 4blue;45.5
1077;2;yampa - software financeiro da 4blue;45.5
1078;2;yampa - software financeiro da 4blue;45.5
1079;2;yampa - software financeiro da 4blue;45.5
1081;2;yampa - software financeiro da 4blue;45.5
1082;2;yampa - software financeiro da 4blue;45.5
1083;2;yampa - software financeiro da 4blue;45.5
1084;2;yampa - software financeiro da 4blue;45.5
1086;2;yampa - software financeiro da 4blue;45.5
1087;24;Yampa - Sistema de Controle Financeiro para Pequenas Empresas;5.0
1088;2;yampa - software financeiro da 4blue;45.5
1089;2;yampa - software financeiro da 4blue;45.5
1090;2;yampa - software financeiro da 4blue;45.5
1091;2;yampa - software financeiro da 4blue;450.0
1093;2;yampa - software financeiro da 4blue;1.0
1094;2;yampa - software financeiro da 4blue;1.0
1095;5;Gestão Financeira Lucrativa 2.0;175.11
1096;2;yampa - software financeiro da 4blue;1.0
1098;2;yampa - software financeiro da 4blue;1.0
1099;5;Gestão Financeira Lucrativa 2.0;175.11
1100;13;Curso de Precificação para Produtos e Serviços;357.0
1101;2;yampa - software financeiro da 4blue;45.5
1103;2;yampa - software financeiro da 4blue;45.5
1104;2;yampa - software financeiro da 4blue;45.5
1106;2;yampa - software financeiro da 4blue;45.5
1108;2;yampa - software financeiro da 4blue;45.5
1109;2;yampa - software financeiro da 4blue;45.5
1110;2;yampa - software financeiro da 4blue;45.5
1111;2;yampa - software financeiro da 4blue;45.5
1112;13;Curso de Precificação para Produtos e Serviços;138.58
1116;2;yampa - software financeiro da 4blue;45.5
1118;2;yampa - software financeiro da 4blue;1.0
1120;2;yampa - software financeiro da 4blue;45.5
1121;2;yampa - software financeiro da 4blue;45.5
1122;2;yampa - software financeiro da 4blue;45.5
1123;2;yampa - software financeiro da 4blue;45.5
1125;2;yampa - software financeiro da 4blue;45.5
1126;2;yampa - software financeiro da 4blue;45.5
1127;2;yampa - software financeiro da 4blue;1.0
1129;2;yampa - software financeiro da 4blue;1.0
1130;16;Gestão Financeira Lucrativa 3.0;557.0
1131;27;Ferramenta: Turbinador de Lucros!;55.0
1132;16;Gestão Financeira Lucrativa 3.0;557.0
1133;2;yampa - software financeiro da 4blue;145.0
1134;4;Precificação para Produtos;157.0
1136;2;yampa - software financeiro da 4blue;1.0
1138;2;yampa - software financeiro da 4blue;45.5
1148;2;yampa - software financeiro da 4blue;45.5
1153;2;yampa - software financeiro da 4blue;45.5
1154;2;yampa - software financeiro da 4blue;45.5
1156;2;yampa - software financeiro da 4blue;1.0
1158;2;yampa - software financeiro da 4blue;45.5
1159;2;yampa - software financeiro da 4blue;45.5
1160;2;yampa - software financeiro da 4blue;1.0
1162;2;yampa - software financeiro da 4blue;45.5
1163;2;yampa - software financeiro da 4blue;145.0
1166;2;yampa - software financeiro da 4blue;45.5
1173;2;yampa - software financeiro da 4blue;45.5
1175;2;yampa - software financeiro da 4blue;45.5
1176;2;yampa - software financeiro da 4blue;45.5
1177;2;yampa - software financeiro da 4blue;45.5
1178;2;yampa - software financeiro da 4blue;45.5
1179;2;yampa - software financeiro da 4blue;45.5
1182;1;Iluminismo Financeiro 2.1;445.0
1183;2;yampa - software financeiro da 4blue;45.5
1185;2;yampa - software financeiro da 4blue;45.5
1187;2;yampa - software financeiro da 4blue;45.5
1188;2;yampa - software financeiro da 4blue;45.5
1190;2;yampa - software financeiro da 4blue;145.0
1191;2;yampa - software financeiro da 4blue;45.5
1199;2;yampa - software financeiro da 4blue;45.5
1200;2;yampa - software financeiro da 4blue;45.5
1201;2;yampa - software financeiro da 4blue;45.5
1202;13;Curso de Precificação para Produtos e Serviços;55.0
1203;2;yampa - software financeiro da 4blue;45.5
1205;2;yampa - software financeiro da 4blue;45.5
1211;2;yampa - software financeiro da 4blue;45.5
1212;2;yampa - software financeiro da 4blue;1.0
1213;2;yampa - software financeiro da 4blue;45.5
1215;2;yampa - software financeiro da 4blue;45.5
1221;2;yampa - software financeiro da 4blue;45.5
1222;2;yampa - software financeiro da 4blue;45.5
1224;13;Curso de Precificação para Produtos e Serviços;357.0
1226;2;yampa - software financeiro da 4blue;1.0
1227;25;Curso de Produtividade e Gestão do Tempo para Empreendedores;147.0
1228;16;Gestão Financeira Lucrativa 3.0;557.0
1231;1;Iluminismo Financeiro 2.1;445.0
1232;2;yampa - software financeiro da 4blue;45.5
1233;2;yampa - software financeiro da 4blue;45.5
1235;2;yampa - software financeiro da 4blue;45.5
1236;2;yampa - software financeiro da 4blue;45.5
1237;2;yampa - software financeiro da 4blue;45.5
1238;2;yampa - software financeiro da 4blue;45.5
1239;2;yampa - software financeiro da 4blue;45.5
1242;2;yampa - software financeiro da 4blue;45.5
1243;2;yampa - software financeiro da 4blue;45.5
1244;2;yampa - software financeiro da 4blue;45.5
1247;2;yampa - software financeiro da 4blue;45.5
1248;2;yampa - software financeiro da 4blue;45.5
1249;2;yampa - software financeiro da 4blue;45.5
1254;13;Curso de Precificação para Produtos e Serviços;357.0
1255;2;yampa - software financeiro da 4blue;45.5
1256;16;Gestão Financeira Lucrativa 3.0;557.0
1257;2;yampa - software financeiro da 4blue;45.5
1258;27;Ferramenta: Turbinador de Lucros!;55.0
1259;13;Curso de Precificação para Produtos e Serviços;357.0
1260;13;Curso de Precificação para Produtos e Serviços;55.0
1261;2;yampa - software financeiro da 4blue;145.0
1263;2;yampa - software financeiro da 4blue;450.0
1265;2;yampa - software financeiro da 4blue;45.5
1267;2;yampa - software financeiro da 4blue;45.5
1268;2;yampa - software financeiro da 4blue;45.5
1269;2;yampa - software financeiro da 4blue;45.5
1270;2;yampa - software financeiro da 4blue;45.5
1271;2;yampa - software financeiro da 4blue;45.5
1272;2;yampa - software financeiro da 4blue;45.5
1273;2;yampa - software financeiro da 4blue;45.5
1274;2;yampa - software financeiro da 4blue;45.5
1275;2;yampa - software financeiro da 4blue;45.5
1277;2;yampa - software financeiro da 4blue;1.0
1278;2;yampa - software financeiro da 4blue;45.5
1280;2;yampa - software financeiro da 4blue;45.5
1281;2;yampa - software financeiro da 4blue;45.5
1282;2;yampa - software financeiro da 4blue;45.5
1284;2;yampa - software financeiro da 4blue;45.5
1288;2;yampa - software financeiro da 4blue;45.5
1289;2;yampa - software financeiro da 4blue;45.5
1291;2;yampa - software financeiro da 4blue;45.5
1293;16;Gestão Financeira Lucrativa 3.0;557.0
1294;16;Gestão Financeira Lucrativa 3.0;557.0
1296;2;yampa - software financeiro da 4blue;45.5
1299;2;yampa - software financeiro da 4blue;45.5
1300;2;yampa - software financeiro da 4blue;1.0
1301;5;Gestão Financeira Lucrativa 2.0;157.0
1302;28;Como Criar uma Consultoria de Sucesso;450.0
1303;16;Gestão Financeira Lucrativa 3.0;557.0
1310;2;yampa - software financeiro da 4blue;45.5
1311;16;Gestão Financeira Lucrativa 3.0;557.0
1312;2;yampa - software financeiro da 4blue;45.5
1313;2;yampa - software financeiro da 4blue;45.5
1314;2;yampa - software financeiro da 4blue;45.5
1315;2;yampa - software financeiro da 4blue;1.0
1317;2;yampa - software financeiro da 4blue;45.5
1318;2;yampa - software financeiro da 4blue;1.0
1320;2;yampa - software financeiro da 4blue;45.5
1321;2;yampa - software financeiro da 4blue;45.5
1322;2;yampa - software financeiro da 4blue;45.5
1323;2;yampa - software financeiro da 4blue;45.5
1324;16;Gestão Financeira Lucrativa 3.0;557.0
1325;2;yampa - software financeiro da 4blue;45.5
1327;2;yampa - software financeiro da 4blue;45.5
1328;2;yampa - software financeiro da 4blue;45.5
1329;2;yampa - software financeiro da 4blue;45.5
1332;2;yampa - software financeiro da 4blue;45.5
1337;2;yampa - software financeiro da 4blue;45.5
1338;2;yampa - software financeiro da 4blue;45.5
1340;2;yampa - software financeiro da 4blue;45.5
1341;2;yampa - software financeiro da 4blue;1.0
1342;2;yampa - software financeiro da 4blue;45.5
1345;2;yampa - software financeiro da 4blue;45.5
1346;2;yampa - software financeiro da 4blue;1.0
1347;16;Gestão Financeira Lucrativa 3.0;557.0
1349;2;yampa - software financeiro da 4blue;1.0
1351;2;yampa - software financeiro da 4blue;145.0
1352;2;yampa - software financeiro da 4blue;45.5
1354;16;Gestão Financeira Lucrativa 3.0;557.0
1356;16;Gestão Financeira Lucrativa 3.0;557.0
1357;16;Gestão Financeira Lucrativa 3.0;557.0
1358;2;yampa - software financeiro da 4blue;45.5
1359;1;Iluminismo Financeiro 2.1;4154.1
1361;2;yampa - software financeiro da 4blue;45.5
1362;2;yampa - software financeiro da 4blue;45.5
1363;16;Gestão Financeira Lucrativa 3.0;357.0
1365;2;yampa - software financeiro da 4blue;45.5
1366;2;yampa - software financeiro da 4blue;45.5
1367;2;yampa - software financeiro da 4blue;45.5
1369;2;yampa - software financeiro da 4blue;1.0
1370;2;yampa - software financeiro da 4blue;45.5
1373;2;yampa - software financeiro da 4blue;45.5
1375;2;yampa - software financeiro da 4blue;1.0
1377;2;yampa - software financeiro da 4blue;45.5
1379;2;yampa - software financeiro da 4blue;45.5
1381;14;Iluminismo Financeiro 2.0;300.0
1382;13;Curso de Precificação para Produtos e Serviços;357.0
1387;2;yampa - software financeiro da 4blue;45.5
1388;2;yampa - software financeiro da 4blue;45.5
1390;2;yampa - software financeiro da 4blue;45.5
1392;2;yampa - software financeiro da 4blue;145.0
1393;2;yampa - software financeiro da 4blue;45.5
1395;16;Gestão Financeira Lucrativa 3.0;557.0
1396;2;yampa - software financeiro da 4blue;450.0
1398;2;yampa - software financeiro da 4blue;45.5
1399;2;yampa - software financeiro da 4blue;45.5
1401;2;yampa - software financeiro da 4blue;1.0
1402;1;Iluminismo Financeiro 2.1;445.0
1403;16;Gestão Financeira Lucrativa 3.0;557.0
1404;16;Gestão Financeira Lucrativa 3.0;557.0
1405;16;Gestão Financeira Lucrativa 3.0;557.0
1406;16;Gestão Financeira Lucrativa 3.0;557.0
1411;16;Gestão Financeira Lucrativa 3.0;557.0
1412;2;yampa - software financeiro da 4blue;1.0
1414;16;Gestão Financeira Lucrativa 3.0;557.0
1418;16;Gestão Financeira Lucrativa 3.0;557.0
1419;16;Gestão Financeira Lucrativa 3.0;557.0
1422;16;Gestão Financeira Lucrativa 3.0;557.0
1424;16;Gestão Financeira Lucrativa 3.0;557.0
1429;2;yampa - software financeiro da 4blue;450.0
1438;16;Gestão Financeira Lucrativa 3.0;557.0
1442;16;Gestão Financeira Lucrativa 3.0;557.0
1444;16;Gestão Financeira Lucrativa 3.0;557.0
1451;16;Gestão Financeira Lucrativa 3.0;557.0
1452;16;Gestão Financeira Lucrativa 3.0;557.0
1453;16;Gestão Financeira Lucrativa 3.0;557.0
1456;16;Gestão Financeira Lucrativa 3.0;557.0
1457;16;Gestão Financeira Lucrativa 3.0;557.0
1461;16;Gestão Financeira Lucrativa 3.0;557.0
1462;16;Gestão Financeira Lucrativa 3.0;557.0
1464;16;Gestão Financeira Lucrativa 3.0;557.0
1470;16;Gestão Financeira Lucrativa 3.0;557.0
1475;16;Gestão Financeira Lucrativa 3.0;557.0
1477;16;Gestão Financeira Lucrativa 3.0;557.0
1478;2;yampa - software financeiro da 4blue;45.5
1481;2;yampa - software financeiro da 4blue;45.5
1482;2;yampa - software financeiro da 4blue;45.5
1488;2;yampa - software financeiro da 4blue;45.5
1490;2;yampa - software financeiro da 4blue;45.5
1492;2;yampa - software financeiro da 4blue;45.5
1493;2;yampa - software financeiro da 4blue;45.5
1494;2;yampa - software financeiro da 4blue;45.5
1495;2;yampa - software financeiro da 4blue;1.0
1496;2;yampa - software financeiro da 4blue;45.5
1497;2;yampa - software financeiro da 4blue;45.5
1498;2;yampa - software financeiro da 4blue;1.0
1499;2;yampa - software financeiro da 4blue;45.5
1500;2;yampa - software financeiro da 4blue;145.0
1501;14;Iluminismo Financeiro 2.0;555.0
1502;2;yampa - software financeiro da 4blue;45.5
1503;2;yampa - software financeiro da 4blue;45.5
1504;2;yampa - software financeiro da 4blue;45.5
1505;2;yampa - software financeiro da 4blue;45.5
1506;2;yampa - software financeiro da 4blue;1.0
1508;2;yampa - software financeiro da 4blue;45.5
1511;2;yampa - software financeiro da 4blue;45.5
1512;2;yampa - software financeiro da 4blue;45.5
1513;2;yampa - software financeiro da 4blue;45.5
1515;27;Ferramenta: Turbinador de Lucros!;55.0
1516;2;yampa - software financeiro da 4blue;145.0
1518;2;yampa - software financeiro da 4blue;45.5
1519;2;yampa - software financeiro da 4blue;45.5
1521;2;yampa - software financeiro da 4blue;45.5
1522;2;yampa - software financeiro da 4blue;45.5
1523;2;yampa - software financeiro da 4blue;45.5
1524;2;yampa - software financeiro da 4blue;45.5
1525;2;yampa - software financeiro da 4blue;45.5
1526;2;yampa - software financeiro da 4blue;145.0
1528;1;Iluminismo Financeiro 2.1;455.0
1530;2;yampa - software financeiro da 4blue;45.5
1531;2;yampa - software financeiro da 4blue;45.5
1536;2;yampa - software financeiro da 4blue;45.5
1537;2;yampa - software financeiro da 4blue;1.0
1538;2;yampa - software financeiro da 4blue;45.5
1540;2;yampa - software financeiro da 4blue;1.0
1541;2;yampa - software financeiro da 4blue;45.5
1542;2;yampa - software financeiro da 4blue;45.5
1543;2;yampa - software financeiro da 4blue;45.5
1544;2;yampa - software financeiro da 4blue;1.0
1546;2;yampa - software financeiro da 4blue;45.5
1547;2;yampa - software financeiro da 4blue;45.5
1549;2;yampa - software financeiro da 4blue;1.0
1551;2;yampa - software financeiro da 4blue;45.5
1553;2;yampa - software financeiro da 4blue;45.5
1554;2;yampa - software financeiro da 4blue;45.5
1555;2;yampa - software financeiro da 4blue;45.5
1556;2;yampa - software financeiro da 4blue;45.5
1561;2;yampa - software financeiro da 4blue;1.0
1562;2;yampa - software financeiro da 4blue;45.5
1563;14;Iluminismo Financeiro 2.0;355.0
1565;2;yampa - software financeiro da 4blue;45.5
1568;2;yampa - software financeiro da 4blue;45.5
1571;2;yampa - software financeiro da 4blue;45.5
1572;2;yampa - software financeiro da 4blue;45.5
1573;2;yampa - software financeiro da 4blue;35.5
1574;2;yampa - software financeiro da 4blue;45.5
1576;2;yampa - software financeiro da 4blue;45.5
1578;2;yampa - software financeiro da 4blue;45.5
1579;2;yampa - software financeiro da 4blue;45.5
1588;2;yampa - software financeiro da 4blue;45.5
1590;2;yampa - software financeiro da 4blue;45.5
1592;2;yampa - software financeiro da 4blue;35.5
1593;2;yampa - software financeiro da 4blue;45.5
1594;2;yampa - software financeiro da 4blue;45.5
1596;2;yampa - software financeiro da 4blue;45.5
1601;2;yampa - software financeiro da 4blue;145.0
1602;2;yampa - software financeiro da 4blue;45.5
1610;2;yampa - software financeiro da 4blue;1.0
1612;2;yampa - software financeiro da 4blue;45.5
1613;2;yampa - software financeiro da 4blue;45.5
1614;2;yampa - software financeiro da 4blue;45.5
1618;2;yampa - software financeiro da 4blue;45.5
1620;2;yampa - software financeiro da 4blue;45.5
1621;2;yampa - software financeiro da 4blue;45.5
1623;2;yampa - software financeiro da 4blue;45.5
1624;2;yampa - software financeiro da 4blue;145.0
1625;2;yampa - software financeiro da 4blue;145.0
1633;2;yampa - software financeiro da 4blue;45.5
1634;2;yampa - software financeiro da 4blue;45.5
1635;2;yampa - software financeiro da 4blue;1.0
1636;2;yampa - software financeiro da 4blue;1.0
1637;2;yampa - software financeiro da 4blue;145.0
1638;2;yampa - software financeiro da 4blue;45.5
1639;14;Iluminismo Financeiro 2.0;555.0
1640;2;yampa - software financeiro da 4blue;145.0
1641;2;yampa - software financeiro da 4blue;45.5
1643;13;Curso de Precificação para Produtos e Serviços;357.0
1645;2;yampa - software financeiro da 4blue;1.0
1646;2;yampa - software financeiro da 4blue;1.0
1647;2;yampa - software financeiro da 4blue;450.0
1649;2;yampa - software financeiro da 4blue;450.0
1650;2;yampa - software financeiro da 4blue;1.0
1652;2;yampa - software financeiro da 4blue;1.0
1653;2;yampa - software financeiro da 4blue;1.0
1654;2;yampa - software financeiro da 4blue;1.0
1655;2;yampa - software financeiro da 4blue;1.0
1657;2;yampa - software financeiro da 4blue;45.5
1658;2;yampa - software financeiro da 4blue;1.0
1659;2;yampa - software financeiro da 4blue;1.0
1660;15;Gestão Financeira Lucrativa 1.0;558.5
1663;2;yampa - software financeiro da 4blue;45.5
1665;2;yampa - software financeiro da 4blue;45.5
1667;2;yampa - software financeiro da 4blue;45.5
1668;2;yampa - software financeiro da 4blue;45.5
1669;2;yampa - software financeiro da 4blue;45.5
1670;2;yampa - software financeiro da 4blue;45.5
1671;2;yampa - software financeiro da 4blue;145.0
1672;2;yampa - software financeiro da 4blue;1.0
1675;2;yampa - software financeiro da 4blue;45.5
1676;2;yampa - software financeiro da 4blue;45.5
1677;2;yampa - software financeiro da 4blue;45.5
1678;2;yampa - software financeiro da 4blue;45.5
1679;2;yampa - software financeiro da 4blue;45.5
1681;2;yampa - software financeiro da 4blue;45.5
1683;2;yampa - software financeiro da 4blue;45.5
1684;2;yampa - software financeiro da 4blue;45.5
1685;2;yampa - software financeiro da 4blue;45.5
1686;2;yampa - software financeiro da 4blue;45.5
1687;2;yampa - software financeiro da 4blue;45.5
1688;2;yampa - software financeiro da 4blue;45.5
1689;2;yampa - software financeiro da 4blue;45.5
1690;2;yampa - software financeiro da 4blue;1.0
1691;2;yampa - software financeiro da 4blue;1.0
1692;2;yampa - software financeiro da 4blue;45.5
1693;2;yampa - software financeiro da 4blue;1.0
1695;2;yampa - software financeiro da 4blue;1.0
1696;2;yampa - software financeiro da 4blue;45.5
1701;2;yampa - software financeiro da 4blue;1.0
1702;2;yampa - software financeiro da 4blue;45.5
1710;2;yampa - software financeiro da 4blue;45.5
1711;2;yampa - software financeiro da 4blue;45.5
1712;2;yampa - software financeiro da 4blue;45.5
1713;2;yampa - software financeiro da 4blue;45.5
1714;2;yampa - software financeiro da 4blue;45.5
1717;2;yampa - software financeiro da 4blue;45.5
1718;2;yampa - software financeiro da 4blue;45.5
1720;2;yampa - software financeiro da 4blue;45.5
1721;2;yampa - software financeiro da 4blue;45.5
1725;2;yampa - software financeiro da 4blue;45.5
1727;2;yampa - software financeiro da 4blue;45.5
1729;2;yampa - software financeiro da 4blue;45.5
1730;2;yampa - software financeiro da 4blue;45.5
1733;2;yampa - software financeiro da 4blue;45.5
1734;2;yampa - software financeiro da 4blue;1.0
1740;2;yampa - software financeiro da 4blue;45.5
1741;2;yampa - software financeiro da 4blue;45.5
1742;2;yampa - software financeiro da 4blue;45.5
1743;2;yampa - software financeiro da 4blue;45.5
1744;2;yampa - software financeiro da 4blue;45.5
1745;2;yampa - software financeiro da 4blue;45.5
1746;2;yampa - software financeiro da 4blue;45.5
1749;2;yampa - software financeiro da 4blue;45.5
1750;2;yampa - software financeiro da 4blue;45.5
1751;2;yampa - software financeiro da 4blue;45.5
1753;2;yampa - software financeiro da 4blue;45.5
1754;2;yampa - software financeiro da 4blue;75.5
1755;2;yampa - software financeiro da 4blue;45.5
1757;2;yampa - software financeiro da 4blue;45.5
1758;2;yampa - software financeiro da 4blue;45.5
1759;2;yampa - software financeiro da 4blue;1.0
1762;2;yampa - software financeiro da 4blue;45.5
1763;2;yampa - software financeiro da 4blue;45.5
1764;2;yampa - software financeiro da 4blue;45.5
1767;2;yampa - software financeiro da 4blue;45.5
1768;2;yampa - software financeiro da 4blue;45.5
1770;2;yampa - software financeiro da 4blue;45.5
1771;2;yampa - software financeiro da 4blue;45.5
1772;2;yampa - software financeiro da 4blue;45.5
1773;2;yampa - software financeiro da 4blue;45.5
1774;2;yampa - software financeiro da 4blue;1.0
1777;2;yampa - software financeiro da 4blue;1.0
1778;2;yampa - software financeiro da 4blue;1.0
1779;2;yampa - software financeiro da 4blue;145.0
1781;13;Curso de Precificação para Produtos e Serviços;357.0
1783;2;yampa - software financeiro da 4blue;145.0
1786;2;yampa - software financeiro da 4blue;1.0
1787;2;yampa - software financeiro da 4blue;45.5
1788;2;yampa - software financeiro da 4blue;1.0
1789;2;yampa - software financeiro da 4blue;1.0
1790;2;yampa - software financeiro da 4blue;45.5
1791;2;yampa - software financeiro da 4blue;45.5
1792;2;yampa - software financeiro da 4blue;45.5
1793;2;yampa - software financeiro da 4blue;45.5
1794;2;yampa - software financeiro da 4blue;45.5
1795;2;yampa - software financeiro da 4blue;45.5
1796;2;yampa - software financeiro da 4blue;45.5
1797;2;yampa - software financeiro da 4blue;45.5
1799;2;yampa - software financeiro da 4blue;45.5
1800;2;yampa - software financeiro da 4blue;45.5
1802;2;yampa - software financeiro da 4blue;45.5
1803;2;yampa - software financeiro da 4blue;145.0
1804;2;yampa - software financeiro da 4blue;45.5
1806;2;yampa - software financeiro da 4blue;45.5
1807;2;yampa - software financeiro da 4blue;45.5
1809;2;yampa - software financeiro da 4blue;45.5
1811;2;yampa - software financeiro da 4blue;45.5
1812;2;yampa - software financeiro da 4blue;45.5
1814;2;yampa - software financeiro da 4blue;45.5
1815;2;yampa - software financeiro da 4blue;45.5
1816;2;yampa - software financeiro da 4blue;45.5
1817;2;yampa - software financeiro da 4blue;145.0
1818;2;yampa - software financeiro da 4blue;145.0
1820;2;yampa - software financeiro da 4blue;45.5
1822;2;yampa - software financeiro da 4blue;45.5
1826;2;yampa - software financeiro da 4blue;45.5
1827;27;Ferramenta: Turbinador de Lucros!;55.0
1828;2;yampa - software financeiro da 4blue;1.0
1832;2;yampa - software financeiro da 4blue;45.5
1835;2;yampa - software financeiro da 4blue;45.5
1837;2;yampa - software financeiro da 4blue;450.0
1839;2;yampa - software financeiro da 4blue;45.5
1840;2;yampa - software financeiro da 4blue;45.5
1841;2;yampa - software financeiro da 4blue;45.5
1842;2;yampa - software financeiro da 4blue;45.5
1843;2;yampa - software financeiro da 4blue;45.5
1846;2;yampa - software financeiro da 4blue;45.5
1850;2;yampa - software financeiro da 4blue;45.5
1851;2;yampa - software financeiro da 4blue;45.5
1852;2;yampa - software financeiro da 4blue;45.5
1853;2;yampa - software financeiro da 4blue;55.5
1854;2;yampa - software financeiro da 4blue;45.5
1855;2;yampa - software financeiro da 4blue;145.0
1856;2;yampa - software financeiro da 4blue;45.5
1857;2;yampa - software financeiro da 4blue;45.5
1858;2;yampa - software financeiro da 4blue;35.5
1859;2;yampa - software financeiro da 4blue;45.5
1860;2;yampa - software financeiro da 4blue;35.5
1862;2;yampa - software financeiro da 4blue;45.5
1863;2;yampa - software financeiro da 4blue;45.5
1865;2;yampa - software financeiro da 4blue;45.5
1866;2;yampa - software financeiro da 4blue;45.5
1867;2;yampa - software financeiro da 4blue;145.0
1868;2;yampa - software financeiro da 4blue;145.0
1871;2;yampa - software financeiro da 4blue;1.0
1873;2;yampa - software financeiro da 4blue;45.5
1875;2;yampa - software financeiro da 4blue;45.5
1876;14;Iluminismo Financeiro 2.0;455.0
1879;2;yampa - software financeiro da 4blue;45.5
1880;2;yampa - software financeiro da 4blue;45.5
1881;2;yampa - software financeiro da 4blue;45.5
1884;2;yampa - software financeiro da 4blue;45.5
1886;2;yampa - software financeiro da 4blue;45.5
1888;2;yampa - software financeiro da 4blue;45.5
1889;2;yampa - software financeiro da 4blue;45.5
1890;2;yampa - software financeiro da 4blue;45.5
1891;2;yampa - software financeiro da 4blue;45.5
1895;2;yampa - software financeiro da 4blue;45.5
1901;2;yampa - software financeiro da 4blue;45.5
1904;2;yampa - software financeiro da 4blue;45.5
1906;2;yampa - software financeiro da 4blue;1.0
1910;2;yampa - software financeiro da 4blue;45.5
1912;2;yampa - software financeiro da 4blue;1.0
1914;13;Curso de Precificação para Produtos e Serviços;357.0
1915;2;yampa - software financeiro da 4blue;1.0
1918;2;yampa - software financeiro da 4blue;1.0
1919;2;yampa - software financeiro da 4blue;1.0
1920;2;yampa - software financeiro da 4blue;1.0
1921;2;yampa - software financeiro da 4blue;1.0
1922;2;yampa - software financeiro da 4blue;145.0
1923;2;yampa - software financeiro da 4blue;45.5
1924;2;yampa - software financeiro da 4blue;45.5
1926;2;yampa - software financeiro da 4blue;45.5
1927;2;yampa - software financeiro da 4blue;1.0
1928;2;yampa - software financeiro da 4blue;45.5
1929;2;yampa - software financeiro da 4blue;45.5
1930;2;yampa - software financeiro da 4blue;1.0
1932;2;yampa - software financeiro da 4blue;1.0
1933;2;yampa - software financeiro da 4blue;1.0
1934;2;yampa - software financeiro da 4blue;145.0
1935;2;yampa - software financeiro da 4blue;1.0
1937;2;yampa - software financeiro da 4blue;45.5
1938;2;yampa - software financeiro da 4blue;145.0
1940;2;yampa - software financeiro da 4blue;1.0
1941;2;yampa - software financeiro da 4blue;145.0
1942;2;yampa - software financeiro da 4blue;45.5
1943;2;yampa - software financeiro da 4blue;45.5
1944;2;yampa - software financeiro da 4blue;45.5
1945;2;yampa - software financeiro da 4blue;1.0
1947;2;yampa - software financeiro da 4blue;45.5
1948;2;yampa - software financeiro da 4blue;1.0
1949;2;yampa - software financeiro da 4blue;45.5
